,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid
10,David Andersen,PF,30,TOT,40,0,373,56,121,.463,8,23,.348,48,98,.490,.496,14,22,.636,20,64,84,13,5,9,22,40,134,76175a13-69bd-40fa-8910-fa6fa7c3a92d
11,James Anderson,SF,21,SAS,26,2,286,31,81,.383,18,46,.391,13,35,.371,.494,14,18,.778,2,21,23,18,3,6,13,24,94,b6ab2047-c697-44d5-a34c-9da9f204c0f8
12,Ryan Anderson,PF,22,ORL,64,14,1424,226,525,.430,134,341,.393,92,184,.500,.558,95,117,.812,129,226,355,52,30,38,49,137,681,4c9e8daf-3859-4085-9024-b00a4aeec6c5
13,Carmelo Anthony,SF,26,TOT,77,77,2751,684,1503,.455,95,251,.378,589,1252,.470,.487,507,605,.838,118,445,563,221,68,46,206,224,1970,5aba723b-d598-4f57-ad9d-66759ddbc5bf
14,Joel Anthony,C,28,MIA,75,11,1463,53,99,.535,0,0,0,53,99,.535,.535,47,73,.644,104,162,266,24,10,93,36,194,153,a3d3de35-1a4a-4198-a811-3b22d986fb54
15,Gilbert Arenas,PG,29,TOT,70,16,1796,269,734,.366,97,327,.297,172,407,.423,.433,120,153,.784,22,167,189,274,74,21,177,188,755,0a21b475-e840-4031-9c72-7b32c63c3721
16,Trevor Ariza,SF,25,NOH,75,75,2600,303,762,.398,82,271,.303,221,491,.450,.451,138,197,.701,61,347,408,162,120,31,118,180,826,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8
17,Hilton Armstrong,C,26,TOT,53,2,488,37,76,.487,2,4,.500,35,72,.486,.500,16,33,.485,42,89,131,14,18,21,28,84,92,7c1c4973-356c-4ce5-8562-72f6bf5cfcaa
18,Carlos Arroyo,PG,31,TOT,64,43,1185,120,273,.440,31,69,.449,89,204,.436,.496,39,47,.830,20,83,103,125,21,1,60,71,310,dabf8ad1-b484-40d6-96f3-4765ce6c3ae7
19,Darrell Arthur,PF,22,MEM,80,9,1609,310,624,.497,0,6,.000,310,618,.502,.497,109,134,.813,115,227,342,53,52,63,88,228,729,11e3631c-7366-45a9-802b-0d08cee203a5
20,Luke Babbitt,SF,21,POR,24,0,137,15,55,.273,3,16,.188,12,39,.308,.300,3,9,.333,6,24,30,6,2,2,8,15,36,4a674003-3498-4f64-8ab9-c1754c1289e8
21,Renaldo Balkman,SF,26,TOT,8,0,62,6,13,.462,1,2,.500,5,11,.455,.500,3,4,.750,2,5,7,2,4,2,1,15,16,2e81b2b9-66ed-4ce3-bf70-a8ebffe01d68
22,Marcus Banks,PG,29,TOR,3,0,22,0,2,.000,0,0,0,0,2,.000,.000,6,8,.750,0,1,1,3,1,0,2,4,6,32c4ea5d-d2cb-41b0-9b43-28497e1fab0c
23,Leandro Barbosa,SG,28,TOR,58,0,1395,294,653,.450,72,213,.338,222,440,.505,.505,109,137,.796,14,85,99,119,50,6,84,112,769,d5e4a8c9-8695-429f-84c0-c83d674b4c39
24,Andrea Bargnani,C,25,TOR,66,66,2353,525,1173,.448,77,223,.345,448,950,.472,.480,287,350,.820,74,269,343,119,34,46,152,160,1414,7e4026de-4aa5-4497-9b9d-634a3a739dbc
25,Matt Barnes,SF,30,LAL,53,0,1020,131,279,.470,34,107,.318,97,172,.564,.530,60,77,.779,73,155,228,71,39,22,58,127,356,7a9a28d7-3b17-419a-89f7-bb1c605c0337
26,Earl Barron,C,29,TOT,21,7,305,32,99,.323,0,0,0,32,99,.323,.323,15,24,.625,32,44,76,11,8,6,16,46,79,351d623b-e778-40e2-8f4c-f9235753af80
27,Brandon Bass,PF,25,ORL,76,51,1980,332,645,.515,0,2,.000,332,643,.516,.515,190,233,.815,134,290,424,57,27,52,97,159,854,61a78a0b-9cfd-48c4-98e0-b74f1f3b4f27
28,Tony Battie,C,34,PHI,38,0,377,45,96,.469,2,3,.667,43,93,.462,.479,8,14,.571,17,82,99,12,5,15,12,59,100,b867608b-3f21-40b3-83dd-349f974f7990
29,Shane Battier,SF,32,TOT,82,59,2375,229,509,.450,102,267,.382,127,242,.525,.550,64,93,.688,90,283,373,185,69,81,79,158,624,83a7cc52-cfa4-47f6-bbe9-a6e89697b779
30,Nicolas Batum,SF,22,POR,80,67,2522,367,807,.455,118,342,.345,249,465,.535,.528,138,164,.841,109,252,361,123,68,49,83,194,990,b81297e1-4063-4e09-aed3-98096249002b
31,Jerryd Bayless,PG,22,TOT,71,14,1496,218,517,.422,49,146,.336,169,371,.456,.469,166,206,.806,26,139,165,266,38,5,127,149,651,b8667997-e0e0-407a-835a-0608faa1cffb
32,Michael Beasley,SF,22,MIN,73,73,2361,561,1246,.450,60,164,.366,501,1082,.463,.474,219,291,.753,118,291,409,158,54,52,195,222,1401,1fce88ac-f9aa-49c1-ae37-08a14856dfa2
33,Rodrigue Beaubois,PG,22,DAL,28,26,496,94,223,.422,25,83,.301,69,140,.493,.478,23,30,.767,7,45,52,64,20,8,47,76,236,5ef56eb5-e898-4d06-bd88-ab9773620ce9
34,Marco Belinelli,SG,24,NOH,80,69,1957,302,691,.437,134,324,.414,168,367,.458,.534,98,125,.784,17,134,151,92,38,6,77,146,836,9cb10600-9d1c-4cf6-8117-0b4677aeb30c
35,Charlie Bell,SG,31,GSW,19,0,171,12,43,.279,6,21,.286,6,22,.273,.349,2,4,.500,6,12,18,13,6,1,6,13,32,2b18f4bd-d9b6-4597-9ee5-55d17e94ee35
36,Raja Bell,SG,34,UTA,68,63,2097,191,467,.409,68,193,.352,123,274,.449,.482,91,102,.892,31,145,176,118,56,14,63,169,541,cde9e15c-aad3-42e1-9cc2-24d8f8eeb530
37,Mike Bibby,PG,32,TOT,80,68,2285,248,576,.431,153,348,.440,95,228,.417,.563,39,62,.629,17,178,195,265,50,9,101,175,688,ce4021d2-8318-4b80-88c3-70c6b08f30ec
38,Chauncey Billups,PG,34,TOT,72,72,2310,339,794,.427,146,363,.402,193,431,.448,.519,384,419,.916,25,165,190,387,71,14,177,146,1208,7a09dda4-5980-4115-b1c8-bde37d6b4d12
39,DeJuan Blair,PF,21,SAS,81,65,1734,292,583,.501,0,2,.000,292,581,.503,.501,90,137,.657,215,350,565,77,95,42,113,213,674,d4d70650-9092-4d52-9815-1080e6798484
40,Steve Blake,PG,30,LAL,79,0,1581,110,306,.359,73,193,.378,37,113,.327,.479,26,30,.867,19,137,156,170,40,3,73,99,319,1239a758-90d2-47e1-bc59-d2d3d856d761
41,Andray Blatche,PF,24,WAS,64,63,2172,426,957,.445,4,18,.222,422,939,.449,.447,220,283,.777,183,343,526,144,98,51,172,182,1076,6bebc7ba-fabc-4333-8834-fb1ffb444650
42,Eric Bledsoe,PG,21,LAC,81,25,1841,206,486,.424,32,116,.276,174,370,.470,.457,99,133,.744,68,155,223,289,92,26,194,130,543,b2828eae-b187-41af-a5a3-bd57bd65e462
43,Keith Bogans,SG,30,CHI,82,82,1461,124,307,.404,90,237,.380,34,70,.486,.550,21,32,.656,19,129,148,101,38,9,41,113,359,8c954282-64f2-4b29-be3a-f613f4999a3f
44,Andrew Bogut,C,26,MIL,65,65,2297,367,742,.495,0,4,.000,367,738,.497,.495,96,217,.442,199,521,720,131,47,168,125,217,830,d96147fc-88ce-422f-b440-0fc011fac2d5
45,Matt Bonner,PF,30,SAS,66,1,1432,172,371,.464,105,230,.457,67,141,.475,.605,32,43,.744,60,179,239,60,26,21,27,110,481,7c5e0d90-00bf-420b-b0a3-f3dfbf105d1a
46,Trevor Booker,PF,23,WAS,65,14,1063,139,253,.549,0,1,.000,139,252,.552,.549,68,101,.673,98,153,251,35,29,42,38,115,346,d5f09cea-07f6-40ba-975a-cfa51abe9243
47,Carlos Boozer,C,29,CHI,59,59,1882,431,845,.510,0,0,0,431,845,.510,.510,171,244,.701,130,435,565,145,45,18,149,186,1033,ff148c20-a1b1-444c-9f51-c2f202a6a397
48,Earl Boykins,PG,34,MIL,57,0,862,156,352,.443,27,71,.380,129,281,.459,.482,69,82,.841,15,40,55,141,38,3,52,43,408,f926e81f-3df9-4cc8-8885-1a5cb77ece58
49,Craig Brackins,PF,23,PHI,3,0,33,4,16,.250,0,5,.000,4,11,.364,.250,0,0,0,2,2,4,1,1,0,0,3,8,3bda7b83-f583-4217-aa9b-799b222bc172
50,Avery Bradley,PG,20,BOS,31,0,162,23,67,.343,0,5,.000,23,62,.371,.343,6,12,.500,4,13,17,12,9,0,16,20,52,ee7f61e9-4194-4c16-a34c-c0b87063ebe2
51,Elton Brand,PF,31,PHI,81,81,2809,502,981,.512,0,1,.000,502,980,.512,.512,213,273,.780,237,439,676,120,92,106,101,244,1217,992a6106-25bb-4542-a824-1ab30a90ff3a
52,Corey Brewer,SF-SG,24,TOT,69,24,1510,193,488,.395,30,112,.268,163,376,.434,.426,136,192,.708,57,118,175,89,100,16,87,159,552,100fd516-b358-4452-97ae-b8d77d2194f3
53,Ronnie Brewer,SG,25,CHI,81,1,1781,205,427,.480,6,27,.222,199,400,.498,.487,87,133,.654,55,207,262,140,106,22,55,82,503,e356dfc0-eb85-446c-817e-02a411ac1c1d
54,Jon Brockman,C,23,MIL,63,6,677,48,94,.511,0,0,0,48,94,.511,.511,40,59,.678,74,110,184,18,14,3,24,119,136,58af1384-7e52-4cf8-8d63-aa6611fe2e3d
55,Aaron Brooks,PG,26,TOT,59,12,1284,220,587,.375,70,236,.297,150,351,.427,.434,124,140,.886,20,58,78,233,34,3,99,115,634,057c226a-33e5-4e89-aa24-6ea9fca8e8df
56,Derrick Brown,SF,23,TOT,49,1,576,74,131,.565,5,10,.500,69,121,.570,.584,32,60,.533,41,58,99,33,20,10,35,59,185,454cf071-4c39-4456-a4b7-98a44fd348c4
57,Kwame Brown,C,28,CHA,66,50,1714,194,375,.517,0,0,0,194,375,.517,.517,136,231,.589,147,303,450,43,26,39,69,174,524,ee2a70fa-8405-4932-9ab5-d18c723217bb
58,Shannon Brown,SG,25,LAL,82,0,1568,273,643,.425,74,212,.349,199,431,.462,.482,92,101,.911,35,122,157,96,67,16,75,124,712,522f50e0-a99e-424a-b7bb-4a10a98e5c56
59,Chase Budinger,SF,22,HOU,78,22,1738,279,656,.425,89,274,.325,190,382,.497,.493,118,138,.855,52,229,281,127,41,18,67,114,765,34bb419e-c14d-474e-b2df-28944f5c02aa
60,Caron Butler,SF,30,DAL,29,29,867,170,378,.450,28,65,.431,142,313,.454,.487,68,88,.773,22,96,118,46,28,8,49,59,436,b9856f28-e40d-41b5-b3b9-1e191f7460b2
61,Rasual Butler,SG,31,TOT,47,2,770,79,237,.333,46,136,.338,33,101,.327,.430,18,27,.667,10,67,77,27,8,15,24,37,222,58c5e74e-a940-4c9b-bf4e-81b4c3fb24ce
62,Andrew Bynum,C,23,LAL,54,47,1500,237,413,.574,0,0,0,237,413,.574,.574,138,209,.660,170,338,508,73,19,106,74,140,612,14bbb9e0-f7bd-445a-97ef-29c1ae7dae2c
63,Will Bynum,PG,28,DET,61,5,1125,182,406,.448,16,50,.320,166,356,.466,.468,102,122,.836,15,59,74,195,52,4,83,113,482,5123cac4-cc2b-471d-a1f9-1597f49753dd
64,Marcus Camby,C,36,POR,59,51,1540,117,294,.398,0,1,.000,117,293,.399,.398,43,70,.614,182,424,606,121,40,92,62,140,277,daabe87b-5399-40dc-9a97-5c08300da5a5
65,Derrick Caracter,C,22,LAL,41,0,215,32,66,.485,0,0,0,32,66,.485,.485,17,23,.739,19,24,43,7,4,10,19,47,81,2f4eebd2-38b1-42ce-87e1-88ae337946ae
66,Brian Cardinal,SF,33,DAL,56,4,618,43,100,.430,42,87,.483,1,13,.077,.640,17,18,.944,10,49,59,40,24,7,17,82,145,08533fc6-e4a2-4e07-8785-e3987f094b8c
67,Rodney Carney,SF,26,TOT,27,1,336,46,110,.418,17,38,.447,29,72,.403,.495,18,27,.667,13,35,48,11,12,5,16,33,127,6859ace3-bd24-41e2-b6c1-6ec5eca6a0b5
68,DeMarre Carroll,PF,24,TOT,12,0,50,4,12,.333,0,0,0,4,12,.333,.333,2,2,1.000,2,6,8,4,1,1,0,5,10,bd1ced90-d570-4d1e-98b6-3b1ddfba94fb
69,Matt Carroll,SG,30,CHA,54,1,582,89,199,.447,17,46,.370,72,153,.471,.490,40,52,.769,12,56,68,23,17,6,23,43,235,b802b148-2864-4cbd-9118-dbab3b3baf4e
70,Anthony Carter,PG,35,TOT,33,0,463,45,106,.425,12,40,.300,33,66,.500,.481,8,8,1.000,7,44,51,69,27,6,39,49,110,72207067-db52-4aa0-8f3f-4b88d7a7f5f2
71,Vince Carter,SG,34,TOT,73,63,2051,389,891,.437,116,321,.361,273,570,.479,.502,128,173,.740,54,221,275,146,67,20,90,193,1022,96046c84-d179-44f1-976e-f81afa46108f
72,Omri Casspi,SF,22,SAC,71,27,1702,225,546,.412,92,247,.372,133,299,.445,.496,68,101,.673,74,233,307,74,54,13,68,115,610,d01ed97d-a653-4fdc-989b-16857f353c85
73,Mario Chalmers,PG,24,MIA,70,28,1579,155,388,.399,83,231,.359,72,157,.459,.506,54,62,.871,12,134,146,177,76,7,91,158,447,2b64f7fc-1e1e-4f9b-ae76-4f06d31b211c
74,Tyson Chandler,C,28,DAL,74,74,2059,266,407,.654,0,0,0,266,407,.654,.654,216,295,.732,206,486,692,32,36,80,88,240,748,0c588c9f-a494-458c-977d-9bb060491882
75,Wilson Chandler,SF,23,TOT,72,49,2401,429,953,.450,112,320,.350,317,633,.501,.509,130,161,.807,75,333,408,120,48,94,104,199,1100,9eea52e7-851e-4b26-87cb-f7e6ff9dd2fe
76,Josh Childress,SG,27,PHO,54,3,894,121,214,.565,1,16,.063,120,198,.606,.568,29,59,.492,69,86,155,42,33,23,44,68,272,863ac23b-596e-41f3-a2b9-efb4e7c53928
77,Earl Clark,SF,23,TOT,42,0,464,68,158,.430,0,5,.000,68,153,.444,.430,27,47,.574,37,64,101,9,8,18,28,45,163,e5d84e8e-3bc9-4122-9975-2045fe73427a
78,Jarron Collins,C,32,TOT,28,0,181,6,21,.286,0,0,0,6,21,.286,.286,7,10,.700,14,10,24,2,4,1,7,29,19,820b17e5-2b73-4b01-992e-2d40d6de3bfc
79,Jason Collins,C,32,ATL,49,28,593,34,71,.479,1,1,1.000,33,70,.471,.486,27,41,.659,30,72,102,22,9,9,26,97,96,5ae0a7d9-e8f2-478a-ae15-40b84ac4730e
80,Sherron Collins,PG,23,CHA,20,0,66,7,25,.280,2,10,.200,5,15,.333,.320,1,1,1.000,0,5,5,8,2,0,4,2,17,6dc59058-d78e-41ce-ae7a-112311aef04b
81,Darren Collison,PG,23,IND,79,79,2360,398,870,.457,41,124,.331,357,746,.479,.481,202,232,.871,40,185,225,403,87,14,194,109,1039,49303ecb-8557-41e4-a43c-09b5d24edecd
82,Nick Collison,C,30,OKC,71,2,1524,137,242,.566,0,0,0,137,242,.566,.566,55,73,.753,119,197,316,69,42,31,55,210,329,20b890b1-5852-4e93-afd5-192bc63a17e0
83,Mike Conley,PG,23,MEM,81,81,2872,423,953,.444,80,217,.369,343,736,.466,.486,181,247,.733,32,215,247,528,144,18,176,182,1107,ebc02828-465d-4985-90df-4facae97337a
84,Brian Cook,PF,30,LAC,40,0,447,72,170,.424,34,79,.430,38,91,.418,.524,15,24,.625,19,77,96,15,12,11,25,75,193,e6a5c010-7607-44bf-81f9-3c5b80e9a264
85,Daequan Cook,SG,23,OKC,43,0,598,79,181,.436,65,154,.422,14,27,.519,.616,16,20,.800,8,64,72,20,14,1,17,51,239,38a9e8cb-ddb5-4c15-b2c0-77f937bb270e
86,DeMarcus Cousins,C,20,SAC,81,62,2309,432,1004,.430,3,18,.167,429,986,.435,.432,276,402,.687,217,482,699,204,85,68,268,332,1143,3ed22173-6b91-4189-a1df-56d82e1dd0f7
87,Jamal Crawford,SG,30,ATL,76,0,2297,368,874,.421,119,349,.341,249,525,.474,.489,222,260,.854,22,108,130,241,57,14,145,97,1077,70633ba1-a422-425a-9f14-b65fc0aea757
88,Jordan Crawford,SG,22,TOT,42,18,1027,192,500,.384,33,128,.258,159,372,.427,.417,73,84,.869,31,74,105,117,39,3,83,63,490,d1b01f60-b239-49ea-bbe2-9561a63fd00b
89,Dante Cunningham,PF,23,TOT,78,18,1637,218,472,.462,1,13,.077,217,459,.473,.463,45,62,.726,96,181,277,43,54,43,51,177,482,9ead8a14-508e-4b0f-bb2e-5d7ca123fca8
90,Stephen Curry,PG,22,GSW,74,74,2489,505,1053,.480,151,342,.442,354,711,.498,.551,212,227,.934,52,234,286,432,109,20,226,233,1373,9c7a1a07-4978-474c-b472-3cb227f9e4cf
91,Samuel Dalembert,C,29,SAC,80,46,1938,268,567,.473,0,2,.000,268,565,.474,.473,108,148,.730,212,445,657,67,36,116,132,225,644,6712c841-c113-4333-9925-98f952093c43
92,Erick Dampier,C,35,MIA,51,22,815,52,89,.584,0,1,.000,52,88,.591,.584,24,44,.545,53,124,177,22,14,47,32,82,128,c31ab4d8-7d51-4157-a534-1648d05c4c27
93,Antonio Daniels,PG,35,PHI,4,0,35,2,5,.400,0,2,.000,2,3,.667,.400,2,2,1.000,0,5,5,2,0,0,1,0,6,3a923594-ba80-45fa-9bf3-d76f56fb16a0
94,Marquis Daniels,SF,30,BOS,49,0,938,114,232,.491,4,21,.190,110,211,.521,.500,39,57,.684,24,89,113,64,39,22,38,63,271,292f83b6-26cc-419f-9f29-14b321a1590c
95,Baron Davis,PG,31,TOT,58,44,1649,289,693,.417,81,239,.339,208,454,.458,.475,101,131,.771,35,121,156,391,78,28,146,143,760,526e351a-8d16-41df-9162-83221df6ec56
96,Ed Davis,PF,21,TOR,65,17,1602,215,373,.576,0,0,0,215,373,.576,.576,71,128,.555,168,294,462,40,39,67,48,183,501,bf153be4-58db-44ae-8c5f-8dab021119c7
97,Glen Davis,C,25,BOS,78,13,2298,359,801,.448,2,15,.133,357,786,.454,.449,195,265,.736,101,324,425,92,78,30,85,231,915,6539ac92-659c-4dcc-bd42-af5a6f285006
98,Austin Daye,SF,22,DET,72,16,1446,193,471,.410,69,172,.401,124,299,.415,.483,82,108,.759,64,210,274,78,39,39,59,165,537,cc564120-76a1-4c4d-84de-9d9c36970b50
99,Carlos Delfino,SF,28,MIL,49,40,1590,200,513,.390,105,284,.370,95,229,.415,.492,60,75,.800,24,176,200,112,76,8,57,72,565,e055c055-2596-4d0c-91e5-6ed6d0feb9fa
100,Luol Deng,SF,25,CHI,82,82,3208,531,1155,.460,115,333,.345,416,822,.506,.510,253,336,.753,116,360,476,230,78,48,156,162,1430,8fc3eccc-a295-4ff3-84aa-59e2f2695930
101,DeMar DeRozan,SG,21,TOR,82,82,2851,539,1154,.467,5,52,.096,534,1102,.485,.469,327,402,.813,75,240,315,148,85,31,144,217,1410,141a79e7-f673-4236-8db0-52be30402aaf
102,Boris Diaw,PF,28,CHA,82,82,2778,381,774,.492,78,226,.345,303,548,.553,.543,84,123,.683,105,309,414,337,74,46,166,190,924,09bab5e3-f790-4001-aa34-0e4eb79d2c47
103,Ike Diogu,PF,27,LAC,36,0,470,83,148,.561,0,0,0,83,148,.561,.561,41,62,.661,41,74,115,2,3,3,22,72,207,3eec7b32-9e2b-4814-9532-05430bca0e03
104,DeSagana Diop,C,29,CHA,16,0,181,8,24,.333,0,0,0,8,24,.333,.333,4,11,.364,12,28,40,7,4,15,11,26,20,036d4cfa-f2bb-4d15-a5d3-9770671c75dd
105,Keyon Dooling,PG,30,MIL,80,22,1757,206,519,.397,81,234,.346,125,285,.439,.475,78,94,.830,12,105,117,243,54,4,91,119,571,4c4e6fbd-c810-4691-b699-7dbc35c4ccc8
106,Joey Dorsey,C,27,TOR,43,9,522,52,99,.525,0,0,0,52,99,.525,.525,31,65,.477,79,111,190,27,24,17,39,78,135,62dabef0-b8b0-4837-b753-03e154751589
107,Toney Douglas,SG,24,NYK,81,9,1971,314,755,.416,143,383,.373,171,372,.460,.511,85,107,.794,65,179,244,244,89,4,89,177,856,22704e9f-9824-4f2a-aaa0-218ebc28e1cc
108,Chris Douglas-Roberts,SF,24,MIL,44,12,884,117,273,.429,15,46,.326,102,227,.449,.456,74,89,.831,7,81,88,50,29,13,35,73,323,8692654c-7d4f-4f30-b172-adb7869f9388
109,Zabian Dowdell,PG,26,PHO,24,0,292,51,125,.408,3,10,.300,48,115,.417,.420,16,17,.941,5,15,20,51,20,2,29,30,121,86a1bdaf-6780-4b0e-983f-13375e552360
110,Jared Dudley,SF,25,PHO,82,15,2140,300,629,.477,105,253,.415,195,376,.519,.560,162,218,.743,111,207,318,108,87,20,77,139,867,f28ab262-881f-4675-8200-d5e15f93195e
111,Chris Duhon,PG,28,ORL,51,5,774,49,129,.380,13,52,.250,36,77,.468,.430,14,25,.560,9,43,52,118,16,2,61,30,125,9ebbccdc-f8b3-48e5-a4f0-c97e3c130f0a
112,Mike Dunleavy,SG,30,IND,61,44,1683,240,520,.462,102,254,.402,138,266,.519,.560,100,125,.800,28,248,276,105,40,30,69,107,682,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61
113,Ronald Dupree,SF,30,TOR,3,0,13,1,4,.250,0,1,.000,1,3,.333,.250,0,0,0,0,3,3,1,0,0,0,2,2,c34ae4d4-fee7-4d7e-aad3-8dafa8bfd091
114,Kevin Durant,SF,22,OKC,78,78,3038,711,1538,.462,145,414,.350,566,1124,.504,.509,594,675,.880,57,476,533,214,88,76,218,159,2161,5dde60a0-ddd0-444a-a30d-af49c13df613
115,Devin Ebanks,SG,21,LAL,20,0,118,21,51,.412,2,5,.400,19,46,.413,.431,18,23,.783,15,12,27,2,4,5,6,7,62,8bf7e8a2-0b25-4829-a2ef-da46195b9a05
116,Wayne Ellington,SG,23,MIN,62,8,1181,160,397,.403,48,121,.397,112,276,.406,.463,42,53,.792,26,82,108,72,28,3,53,85,410,6f7f81f9-6dea-4e90-a93d-f92089f0b816
117,Monta Ellis,SG,25,GSW,80,80,3227,726,1611,.451,137,379,.361,589,1232,.478,.493,340,431,.789,44,237,281,450,168,23,252,203,1929,093a6167-7bc2-465f-9599-18e6cf580400
118,Francisco Elson,C,34,UTA,62,1,610,54,113,.478,0,0,0,54,113,.478,.478,26,31,.839,35,80,115,33,21,14,32,84,134,9a076bc2-3a18-47cd-b09f-bd82510744ac
119,Melvin Ely,C,32,DEN,30,2,366,28,51,.549,0,0,0,28,51,.549,.549,13,21,.619,27,47,74,14,4,11,14,50,69,a151dd27-029a-418a-a539-3dcf7cb6d74c
120,Semih Erden,C,24,TOT,41,8,595,62,111,.559,0,0,0,62,111,.559,.559,39,60,.650,37,81,118,20,15,24,34,104,163,3f035d59-50b7-4868-ba83-899559673281
121,Jeremy Evans,SF,23,UTA,49,3,463,76,115,.661,0,1,.000,76,114,.667,.661,26,37,.703,36,61,97,24,17,17,19,50,178,ac4d91e0-915c-424a-a129-4f281348dd50
122,Maurice Evans,SF,32,TOT,73,24,1549,177,424,.417,55,167,.329,122,257,.475,.482,52,58,.897,52,104,156,45,34,14,33,129,461,8f4d3005-dfdb-4b89-adad-45606cd618dd
123,Reggie Evans,PF,30,TOR,30,18,798,42,103,.408,0,1,.000,42,102,.412,.408,48,88,.545,119,226,345,38,29,6,39,89,132,cda072e5-f641-455a-b94b-634016d003a6
124,Tyreke Evans,SG,21,SAC,57,53,2107,382,933,.409,43,148,.291,339,785,.432,.432,205,266,.771,46,229,275,319,85,30,184,143,1012,defd7777-7c04-4db1-a54b-f91dc61d1c6b
125,Patrick Ewing,SF,26,NOH,7,0,19,0,5,.000,0,2,.000,0,3,.000,.000,3,4,.750,1,1,2,2,0,1,1,1,3,b37ba7aa-8c68-4dff-b6c6-94051e3fca06
126,Christian Eyenga,SF,21,CLE,44,18,947,130,306,.425,25,91,.275,105,215,.488,.466,18,28,.643,27,96,123,35,34,28,47,78,303,0cdb8e3e-65c9-4249-acc7-5c7781a2f9c2
127,Jordan Farmar,PG,24,NJN,73,18,1796,255,651,.392,109,304,.359,146,347,.421,.475,82,100,.820,24,149,173,368,62,6,139,128,701,a359f19d-03f0-4f57-bffb-b2953c63de15
128,Derrick Favors,PF,19,TOT,78,27,1535,215,416,.517,0,0,0,215,416,.517,.517,103,173,.595,171,241,412,39,29,68,77,246,533,6a608b39-e6dd-4cff-a502-09bc2acdbaa4
129,Raymond Felton,PG-SG,26,TOT,75,54,2737,427,1005,.425,116,329,.353,311,676,.460,.483,194,241,.805,48,221,269,625,125,11,221,150,1164,5b8b373b-0b23-48de-90d9-2d45dfc36349
130,Kyrylo Fesenko,C,24,UTA,53,1,456,44,100,.440,0,1,.000,44,99,.444,.440,18,46,.391,34,74,108,18,4,16,25,90,106,ee3a0e70-14d0-40cf-a26a-94ef6afbdb77
131,Landry Fields,SG,22,NYK,82,81,2541,299,602,.497,86,219,.393,213,383,.556,.568,113,147,.769,105,416,521,155,80,17,107,114,797,67764f7d-86d3-43f9-8cb5-17d097eb5a13
132,Derek Fisher,PG,36,LAL,82,82,2297,206,529,.389,63,159,.396,143,370,.386,.449,83,103,.806,14,138,152,224,99,8,70,192,558,c076eff2-f72f-4639-bc10-6332183d5f2a
133,Jonny Flynn,PG,21,MIN,53,8,983,108,296,.365,31,100,.310,77,196,.393,.417,32,42,.762,12,65,77,182,34,3,113,58,279,ce006550-204b-4911-896b-35ca9ed3079b
134,Gary Forbes,SF,25,DEN,63,11,791,124,273,.454,19,58,.328,105,215,.488,.489,59,87,.678,28,88,116,49,23,6,46,77,326,c13a7480-b976-4afd-825b-2ebb2ac9c118
